rank	score	disease_name	disease_identifier
4634	0.3829	Megalencephaly-polymicrogyria-postaxial polydactyly-hydrocephalus syndrome	ORPHA:83473
4634	0.3829	Coenzyme Q10 deficiency, primary, 7	OMIM:616276
4634	0.3829	Megalencephalic leukoencephalopathy with subcortical cysts 1	OMIM:604004
4634	0.3829	Large congenital melanocytic nevus	ORPHA:626
4634	0.3829	Leukoencephalopathy with vanishing white matter 1, with or without ovarian failure	OMIM:603896
4634	0.3829	Fetal Gaucher disease	ORPHA:85212
4634	0.3829	Gaucher disease, perinatal lethal	OMIM:608013
4634	0.3829	Leukoencephalopathy, developmental delay, and episodic neurologic regression syndrome	OMIM:618877
4634	0.3829	Adams-Oliver syndrome 5	OMIM:616028
4634	0.3829	Goldberg-Shprintzen megacolon syndrome	ORPHA:66629
4634	0.3829	Glycogen storage disease 0, liver	OMIM:240600
4634	0.3829	Leukoencephalopathy with vanishing white matter 3, with or without ovarian failure	OMIM:620313
4634	0.3829	Sjogren-Larsson syndrome	OMIM:270200
4634	0.3829	Ventriculomegaly with cystic kidney disease	OMIM:219730
4634	0.3829	ALG6-CDG	ORPHA:79320
4634	0.3829	?Combined oxidative phosphorylation deficiency 22	OMIM:616045
4634	0.3829	Hyperinsulinism due to INSR deficiency	ORPHA:263458
4634	0.3829	X-linked complicated corpus callosum dysgenesis	ORPHA:1497
4634	0.3829	Immunodeficiency 83, susceptibility to viral infections	OMIM:613002
4634	0.3829	Histiocytoid cardiomyopathy	ORPHA:137675
4634	0.3829	Diabetes insipidus, nephrogenic, 2	OMIM:125800
4634	0.3829	Epilepsy, familial focal, with variable foci 3	OMIM:617118
4634	0.3829	Methylmalonic acidemia with homocystinuria type cblF	ORPHA:79284
4634	0.3829	Intellectual developmental disorder, autosomal dominant 3	OMIM:612580
4634	0.3829	Syndactyly-telecanthus-anogenital and renal malformations syndrome	ORPHA:140952
4634	0.3829	Early-onset Lafora body disease	ORPHA:324290
4634	0.3829	?Microcephaly 12, primary, autosomal recessive	OMIM:616080
4634	0.3829	Immunodeficiency 38	OMIM:616126
4634	0.3829	Hydrops, lactic acidosis, and sideroblastic anemia	OMIM:617021
4634	0.3829	Capillary malformation-arteriovenous malformation	ORPHA:137667
4634	0.3829	WHIM syndrome	ORPHA:51636
4634	0.3829	Carbamoyl-phosphate synthetase 1 deficiency	ORPHA:147
4634	0.3829	Miller-Dieker syndrome	ORPHA:531
4634	0.3829	Bernard-Soulier syndrome	ORPHA:274
4634	0.3829	Hypomagnesemia 2, renal	OMIM:154020
4634	0.3829	Bernard-Soulier syndrome	ORPHA:274
4634	0.3829	Glycogen storage disease of heart, lethal congenital	OMIM:261740
4634	0.3829	Glucocorticoid deficiency 4, with or without mineralocorticoid deficiency	OMIM:614736
4634	0.3829	Griscelli syndrome type 2	ORPHA:79477
4634	0.3829	Griscelli syndrome, type 2	OMIM:607624
4634	0.3829	Muscle-eye-brain disease	ORPHA:588
4634	0.3829	Early-onset autosomal dominant Alzheimer disease	ORPHA:1020
4634	0.3829	Atypical juvenile parkinsonism	ORPHA:391411
4634	0.3829	Parkinson disease 19a, juvenile-onset	OMIM:615528
4634	0.3829	Autism susceptibility, X-linked 1	OMIM:300425
4634	0.3829	Cystathioninuria	ORPHA:212
4634	0.3829	Moyamoya disease	ORPHA:2573
4634	0.3829	Familial cerebral saccular aneurysm	ORPHA:231160
4634	0.3829	Telangiectasia, hereditary hemorrhagic, type 1	OMIM:187300
4634	0.3829	Hereditary hemorrhagic telangiectasia	ORPHA:774
4634	0.3829	Hereditary fructose intolerance	ORPHA:469
4634	0.3829	Fructose intolerance, hereditary	OMIM:229600
4634	0.3829	ABeta amyloidosis, Dutch type	ORPHA:100006
4634	0.3829	Early-onset autosomal dominant Alzheimer disease	ORPHA:1020
4634	0.3829	ABeta amyloidosis, Italian type	ORPHA:324713
4634	0.3829	Pyruvate dehydrogenase E3 deficiency	ORPHA:2394
4634	0.3829	Diabetes insipidus, nephrogenic, 1	OMIM:304800
4634	0.3829	Muscle-eye-brain disease	ORPHA:588
4634	0.3829	Muscle-eye-brain disease	ORPHA:588
4634	0.3829	Mitochondrial trifunctional protein deficiency	ORPHA:746
4634	0.3829	Spastic paraplegia 6, autosomal dominant	OMIM:600363
4634	0.3829	Muscle-eye-brain disease	ORPHA:588
4634	0.3829	Muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies), type A, 2	OMIM:613150
4634	0.3829	Muscle-eye-brain disease	ORPHA:588
4634	0.3829	Short chain acyl-CoA dehydrogenase deficiency	ORPHA:26792
4634	0.3829	Microform holoprosencephaly	ORPHA:280200
4634	0.3829	Ethylmalonic encephalopathy	ORPHA:51188
4634	0.3829	Pancreatic hypoplasia-diabetes-congenital heart disease syndrome	ORPHA:2255
4634	0.3829	3-hydroxy-3-methylglutaric aciduria	ORPHA:20
4634	0.3829	Congenital central hypoventilation syndrome	ORPHA:661
4634	0.3829	N-acetylglutamate synthase deficiency	OMIM:237310
4634	0.3829	Dopa-responsive dystonia due to sepiapterin reductase deficiency	ORPHA:70594
4634	0.3829	CPT deficiency, hepatic, type IA	OMIM:255120
4634	0.3829	Carnitine palmitoyl transferase 1A deficiency	ORPHA:156
4634	0.3829	Lymphangioleiomyomatosis	ORPHA:538
4634	0.3829	Autosomal dominant spastic paraplegia type 37	ORPHA:171612
4634	0.3829	Early-onset autosomal dominant Alzheimer disease	ORPHA:1020
4634	0.3829	Large congenital melanocytic nevus	ORPHA:626
4634	0.3829	Autosomal dominant spastic ataxia type 1	ORPHA:251282
4634	0.3829	Lynch syndrome	ORPHA:144
4634	0.3829	Lynch syndrome	ORPHA:144
4634	0.3829	Paroxysmal extreme pain disorder	ORPHA:46348
4634	0.3829	Lynch syndrome	ORPHA:144
4634	0.3829	Capillary malformation-arteriovenous malformation	ORPHA:137667
4634	0.3829	3-methylglutaconic aciduria, type V	OMIM:610198
4634	0.3829	Autosomal recessive complex spastic paraplegia due to Kennedy pathway dysfunction	ORPHA:506353
4634	0.3829	Dyskinesia, limb and orofacial, infantile-onset	OMIM:616921
4634	0.3829	Encephalopathy, acute, infection-induced (herpes-specific), susceptibility to, 8	OMIM:617900
4634	0.3829	Autosomal dominant spastic paraplegia type 12	ORPHA:100993
4634	0.3829	Adrenocorticotropic hormone deficiency	OMIM:201400
4634	0.3829	Beta-ketothiolase deficiency	ORPHA:134
4634	0.3829	Kufor-Rakeb syndrome	OMIM:606693
4634	0.3829	Mitochondrial complex I deficiency, nuclear type 3	OMIM:618224
4634	0.3829	Telangiectasia, hereditary hemorrhagic, type 2	OMIM:600376
4634	0.3829	Hereditary hemorrhagic telangiectasia	ORPHA:774
4634	0.3829	Bilateral striopallidodentate calcinosis	ORPHA:1980
4634	0.3829	Encephalitis/encephalopathy, mild, with reversible myelin vacuolization	OMIM:618113
4634	0.3829	Zaki syndrome	OMIM:619648
4634	0.3829	Lynch syndrome	ORPHA:144
4634	0.3829	3-hydroxy-3-methylglutaryl-CoA synthase deficiency	ORPHA:35701
4634	0.3829	Ventricular tachycardia, catecholaminergic polymorphic, 2	OMIM:611938
4634	0.3829	Microform holoprosencephaly	ORPHA:280200
4634	0.3829	?Spinocerebellar ataxia, autosomal recessive, with axonal neuropathy 1	OMIM:607250
4634	0.3829	Familial cerebral saccular aneurysm	ORPHA:231160
4634	0.3829	Microform holoprosencephaly	ORPHA:280200
4634	0.3829	CAMOS syndrome	ORPHA:83472
4634	0.3829	Darier disease	OMIM:124200
4634	0.3829	Hydrocephalus, congenital, 4	OMIM:618667
4634	0.3829	Hereditary coproporphyria	ORPHA:79273
4634	0.3829	Congenital central hypoventilation syndrome	ORPHA:661
4634	0.3829	Microform holoprosencephaly	ORPHA:280200
4634	0.3829	Congenital central hypoventilation syndrome	ORPHA:661
4634	0.3829	Maple syrup urine disease, type Ib	OMIM:248600
4634	0.3829	Lynch syndrome	ORPHA:144
4634	0.3829	Thrombophilia 5 due to protein S deficiency, autosomal recessive	OMIM:614514
4634	0.3829	Glycine encephalopathy1	OMIM:605899
4634	0.3829	Encephalopathy, progressive, with or without lipodystrophy	OMIM:615924
4634	0.3829	Encephalopathy, acute, infection-induced, 3, susceptibility to	OMIM:608033
4634	0.3829	Familial acute necrotizing encephalopathy	ORPHA:88619
4634	0.3829	Encephalopathy, acute, infection-induced (herpes-specific), susceptibility to, 7	OMIM:616532
4634	0.3829	Early-onset autosomal dominant Alzheimer disease	ORPHA:1020
4634	0.3829	Lynch syndrome	ORPHA:144
4634	0.3829	Sneddon syndrome	OMIM:182410
4634	0.3829	FADD-related immunodeficiency	ORPHA:306550
4634	0.3829	Immunodeficiency 90 with encephalopathy, functional hyposplenia, and hepatic dysfunction	OMIM:613759
4634	0.3829	Autosomal dominant spastic paraplegia type 73	ORPHA:444099
4634	0.3829	Carnitine palmitoyl transferase II deficiency, severe infantile form	ORPHA:228305
4634	0.3829	Carnitine palmitoyl transferase II deficiency, neonatal form	ORPHA:228308
4634	0.3829	Encephalopathy, acute, infection-induced, 4, susceptibility to	OMIM:614212
4634	0.3829	CPT II deficiency, infantile	OMIM:600649
4634	0.3829	Nevus comedonicus syndrome	ORPHA:64754
4634	0.3829	Cerebral arteriopathy, autosomal dominant, with subcortical infarcts and leukoencephalopathy, type 2	OMIM:616779
4634	0.3829	Proteasome-associated autoinflammatory syndrome 2	OMIM:618048
4634	0.3829	Congenital myopathy 10A, severe variant	OMIM:614399
4634	0.3829	Congenital arthrogryposis with anterior horn cell disease	OMIM:611890
4634	0.3829	Intellectual developmental disorder, X-linked 96	OMIM:300802
4634	0.3829	Huntington disease	ORPHA:399
4634	0.3829	Macrocephaly, acquired, with impaired intellectual development	OMIM:618286
4634	0.3829	Porphyria variegata	ORPHA:79473
4634	0.3829	Early-onset autosomal dominant Alzheimer disease	ORPHA:1020
4634	0.3829	Congenital central hypoventilation syndrome	ORPHA:661
4634	0.3829	Alazami syndrome	ORPHA:319671
4634	0.3829	Hypomagnesemia 1, intestinal	OMIM:602014
4634	0.3829	Dysequilibrium syndrome	ORPHA:1766
4634	0.3829	Early-onset autosomal dominant Alzheimer disease	ORPHA:1020
4634	0.3829	Chronic mucocutaneous candidiasis	ORPHA:1334
4634	0.3829	Atypical juvenile parkinsonism	ORPHA:391411
4634	0.3829	Epilepsy, familial focal, with variable foci 2	OMIM:617116
4634	0.3829	?Epilepsy, familial adult myoclonic, 7	OMIM:618075
4634	0.3829	Bilateral striopallidodentate calcinosis	ORPHA:1980
4634	0.3829	Chronic mucocutaneous candidiasis	ORPHA:1334
4634	0.3829	Juvenile nephropathic cystinosis	ORPHA:411634
4634	0.3829	Glutathione synthetase deficiency	OMIM:266130
4634	0.3829	Polyglucosan body myopathy 1 with or without immunodeficiency	OMIM:615895
4634	0.3829	Spinocerebellar ataxia, autosomal recessive 23	OMIM:616949
4634	0.3829	Dysequilibrium syndrome	ORPHA:1766
4634	0.3829	Lynch syndrome	ORPHA:144
4634	0.3829	Autosomal dominant spastic paraplegia type 12	ORPHA:100993
4634	0.3829	Neurodegeneration due to cerebral folate transport deficiency	OMIM:613068
4634	0.3829	Combined oxidative phosphorylation deficiency 52	OMIM:619386
4634	0.3829	Cleft lip/palate-ectodermal dysplasia syndrome	ORPHA:3253
4634	0.3829	Hypomagnesemia 7, renal, with or without dilated cardiomyopathy	OMIM:620152
4634	0.3829	Chronic mucocutaneous candidiasis	ORPHA:1334
4634	0.3829	Chronic mucocutaneous candidiasis	ORPHA:1334
4634	0.3829	Chronic mucocutaneous candidiasis	ORPHA:1334
4634	0.3829	Lynch syndrome	ORPHA:144
4634	0.3829	Bilateral striopallidodentate calcinosis	ORPHA:1980
4634	0.3829	Basal ganglia calcification, idiopathic, 6	OMIM:616413
4634	0.3829	Intellectual developmental disorder, X-linked syndromic, Armfield type	OMIM:300261
4634	0.3829	Muscular dystrophy, congenital, megaconial type	OMIM:602541
4634	0.3829	Infantile liver failure syndrome 2	OMIM:616483
4634	0.3829	Megalencephalic leukoencephalopathy with subcortical cysts 2A	OMIM:613925
4634	0.3829	Megalencephalic leukoencephalopathy with subcortical cysts 2B, remitting, with or without impaired intellectual development	OMIM:613926
4634	0.3829	Hemolytic uremic syndrome, atypical, susceptibility to, 1	OMIM:235400
4634	0.3829	PHIP-related behavioral problems-intellectual disability-obesity-dysmorphic features syndrome	ORPHA:589905
4634	0.3829	Hydrocephalus, congenital, 1	OMIM:236600
4634	0.3829	Hemolytic uremic syndrome, atypical, susceptibility to	OMIM:235400
4634	0.3829	Hemolytic uremic syndrome, atypical, susceptibility to	OMIM:235400
4634	0.3829	Gingival fibromatosis-hypertrichosis syndrome	ORPHA:2026
4634	0.3829	Bilateral striopallidodentate calcinosis	ORPHA:1980
4634	0.3829	Choroid plexus papilloma	OMIM:260500
4634	0.3829	Papilloma of choroid plexus	ORPHA:2807
4634	0.3829	Familial cerebral saccular aneurysm	ORPHA:231160
4634	0.3829	Intellectual developmental disorder, X-linked syndromic, Cabezas type	OMIM:300354
4634	0.3829	Miller-Dieker syndrome	ORPHA:531
4634	0.3829	Choreoacanthocytosis	OMIM:200150
4634	0.3829	Congenital bile acid synthesis defect type 4	ORPHA:79095
4634	0.3829	Developmental and epileptic encephalopathy 5	OMIM:613477
4634	0.3829	Familial cerebral saccular aneurysm	ORPHA:231160
4634	0.3829	Lipoid proteinosis	ORPHA:530
4634	0.3829	Acute intermittent porphyria	ORPHA:79276
4634	0.3829	Porphyria, acute intermittent, nonerythroid variant	OMIM:176000
4634	0.3829	Mitochondrial complex IV deficiency, nuclear type 17	OMIM:619061
4634	0.3829	Familial cerebral saccular aneurysm	ORPHA:231160
4634	0.3829	Neurodevelopmental disorder with poor growth and behavioral abnormalities	OMIM:620242
4634	0.3829	?Centronuclear myopathy 4	OMIM:614807
4634	0.3829	Autosomal recessive spastic paraplegia type 23	ORPHA:101003
4634	0.3829	Posterior column ataxia-retinitis pigmentosa syndrome	ORPHA:88628
4634	0.3829	Neurodevelopmental disorder with growth retardation, dysmorphic facies, and corpus callosum abnormalities	OMIM:620113
4634	0.3829	Hereditary hemorrhagic telangiectasia	ORPHA:774
4634	0.3829	Congenital central hypoventilation syndrome	ORPHA:661
4634	0.3829	Sudden cardiac failure, infantile	OMIM:617222
4634	0.3829	Moyamoya disease	ORPHA:2573
4634	0.3829	X-linked intellectual disability, Stocco Dos Santos type	ORPHA:85288
4634	0.3829	Neurodevelopmental disorder with seizures and gingival overgrowth	OMIM:619323
4634	0.3829	Autism, susceptibility to, X-linked 6	OMIM:300872
4994	0.3823	Developmental and epileptic encephalopathy 96	OMIM:619340
4995	0.3819	Knuckle pads-leukonychia-sensorineural deafness-palmoplantar hyperkeratosis syndrome	ORPHA:2698
4996	0.3806	Deafness-lymphedema-leukemia syndrome	ORPHA:3226
4997	0.38	Deafness, autosomal dominant 11	OMIM:601317
4998	0.3799	Weill-Marchesani syndrome 2, dominant	OMIM:608328
4999	0.3795	Posterior-predominant lissencephaly-broad flat pons and medulla-midline crossing defects syndrome	ORPHA:572013
4999	0.3795	Posterior-predominant lissencephaly-broad flat pons and medulla-midline crossing defects syndrome	ORPHA:572013
5001	0.3794	Autosomal dominant hyperinsulinism due to Kir6.2 deficiency	ORPHA:276580
5001	0.3794	Autosomal dominant hyperinsulinism due to SUR1 deficiency	ORPHA:276575
5003	0.3792	Hypothyroidism due to TSH receptor mutations	ORPHA:90673
5004	0.379	?Popliteal pterygium syndrome, Bartsocas-Papas type 2	OMIM:619339
5005	0.3785	Non-syndromic sagittal craniosynostosis	ORPHA:35093
5005	0.3785	Non-syndromic sagittal craniosynostosis	ORPHA:35093
5005	0.3785	Non-syndromic sagittal craniosynostosis	ORPHA:35093
5008	0.3783	Optic atrophy 10 with or without ataxia, impaired intellectual development and seizures	OMIM:616732
5009	0.3781	?Deafness, autosomal recessive 103	OMIM:616042
5010	0.3775	Severe congenital nemaline myopathy	ORPHA:171430
5010	0.3775	Severe congenital nemaline myopathy	ORPHA:171430
5010	0.3775	Neurogenic arthrogryposis multiplex congenita	ORPHA:1143
5010	0.3775	Neurogenic arthrogryposis multiplex congenita	ORPHA:1143
5010	0.3775	Severe congenital nemaline myopathy	ORPHA:171430
5010	0.3775	Neurogenic arthrogryposis multiplex congenita	ORPHA:1143
5010	0.3775	Severe congenital nemaline myopathy	ORPHA:171430
5010	0.3775	Severe congenital nemaline myopathy	ORPHA:171430
5018	0.3772	Schneckenbecken dysplasia	ORPHA:3144
5018	0.3772	Schneckenbecken dysplasia	ORPHA:3144
5020	0.3771	Severe X-linked mitochondrial encephalomyopathy	ORPHA:238329
5020	0.3771	Seckel syndrome 2	OMIM:606744
5020	0.3771	Watson syndrome	OMIM:193520
5020	0.3771	?Microcephaly 19, primary, autosomal recessive	OMIM:617800
5020	0.3771	?Attention deficit-hyperactivity disorder 8	OMIM:619957
5020	0.3771	Dent disease 2	OMIM:300555
5020	0.3771	Diencephalic-mesencephalic junction dysplasia syndrome 2	OMIM:618646
5020	0.3771	Pyruvate dehydrogenase phosphatase deficiency	ORPHA:79246
5020	0.3771	Immunodeficiency 54	OMIM:609981
5020	0.3771	Glycosylphosphatidylinositol deficiency	OMIM:610293
5020	0.3771	Muscle-eye-brain disease with bilateral multicystic leucodystrophy	ORPHA:370997
5020	0.3771	Pancreatic agenesis 2	OMIM:615935
5020	0.3771	Leprechaunism	ORPHA:508
5020	0.3771	Spondylometaphyseal dysplasia with corneal dystrophy	OMIM:618961
5020	0.3771	Noonan syndrome 12	OMIM:618624
5020	0.3771	Formiminoglutamic aciduria	ORPHA:51208
5020	0.3771	?Hypermetabolism due to uncoupled mitochondrial oxidative phosphorylation 2	OMIM:620085
5020	0.3771	Immunodeficiency 75	OMIM:619126
5020	0.3771	Isobutyryl-CoA dehydrogenase deficiency	ORPHA:79159
5020	0.3771	Immunodeficiency, developmental delay, and hypohomocysteinemia	OMIM:617744
5020	0.3771	Microcephaly, growth restriction, and increased sister chromatid exchange 2	OMIM:618097
5020	0.3771	Autoimmune hemolytic anemia-autoimmune thrombocytopenia-primary immunodeficiency syndrome	ORPHA:444463
5020	0.3771	RIDDLE syndrome	OMIM:611943
5020	0.3771	?Growth restriction, hypoplastic kidneys, alopecia, and distinctive facies	OMIM:619321
5020	0.3771	Histidinemia	ORPHA:2157
5020	0.3771	?Mitochondrial complex V (ATP synthase) deficiency, nuclear type 1	OMIM:604273
5020	0.3771	Microphthalmia, syndromic 9	OMIM:601186
5020	0.3771	Microcephaly 10, primary, autosomal recessive	OMIM:615095
5020	0.3771	Encephalitis, acute, infection (viral)-induced, susceptibility to, 11	OMIM:619441
5020	0.3771	Congenital analbuminemia	ORPHA:86816
5020	0.3771	Intellectual disability-obesity-prognathism-eye and skin anomalies syndrome	ORPHA:397973
5020	0.3771	?Glycosylphosphatidylinositol biosynthesis defect 25	OMIM:619985
5020	0.3771	?Mosaic variegated aneuploidy syndrome 4	OMIM:620153
5053	0.377	Weill-Marchesani syndrome 1, recessive	OMIM:277600
5054	0.376	Loeys-Dietz syndrome 5	OMIM:615582
5055	0.3758	Deafness, autosomal dominant 41	OMIM:608224
5055	0.3758	Hereditary motor and sensory neuropathy VIA	OMIM:601152
5057	0.3755	Osteopetrosis, autosomal recessive 3, with renal tubular acidosis	OMIM:259730
5058	0.3752	Pseudohypoparathyroidism type 1B	ORPHA:94089
5058	0.3752	Pseudohypoparathyroidism type 1B	ORPHA:94089
5060	0.3749	Epilepsy, progressive myoclonic 1B	OMIM:612437
5060	0.3749	Singleton-Merten syndrome 1	OMIM:182250
5062	0.3748	Lichtenstein-Knorr syndrome	OMIM:616291
5063	0.3741	Usher syndrome, type 1B	OMIM:276900
5064	0.3737	Spastic paraplegia-intellectual disability-nystagmus-obesity syndrome	ORPHA:521390
5064	0.3737	Mucolipidosis type IV	ORPHA:578
5064	0.3737	Liver disease, severe congenital	OMIM:619991
5067	0.3736	Myopathy, epilepsy, and progressive cerebral atrophy	OMIM:619036
5068	0.3728	Pseudoachondroplasia	ORPHA:750
5068	0.3728	Hypophosphatemic rickets	OMIM:300554
5070	0.3724	Common variable immunodeficiency	ORPHA:1572
5070	0.3724	Common variable immunodeficiency	ORPHA:1572
5070	0.3724	Common variable immunodeficiency	ORPHA:1572
5070	0.3724	Common variable immunodeficiency	ORPHA:1572
5070	0.3724	Common variable immunodeficiency	ORPHA:1572
5070	0.3724	Common variable immunodeficiency	ORPHA:1572
5070	0.3724	Common variable immunodeficiency	ORPHA:1572
5070	0.3724	Common variable immunodeficiency	ORPHA:1572
5070	0.3724	Common variable immunodeficiency	ORPHA:1572
5070	0.3724	Common variable immunodeficiency	ORPHA:1572
5070	0.3724	Common variable immunodeficiency	ORPHA:1572
5070	0.3724	Common variable immunodeficiency	ORPHA:1572
5082	0.3722	Deafness, autosomal dominant 25	OMIM:605583
5082	0.3722	Usher syndrome, type 3A	OMIM:276902
5082	0.3722	Deafness, digenic GJB2/GJB6	OMIM:220290
5082	0.3722	?Deafness, autosomal recessive 117	OMIM:619174
5082	0.3722	Deafness, autosomal recessive 37	OMIM:607821
5082	0.3722	Deafness, autosomal recessive 7	OMIM:600974
5082	0.3722	Deafness, autosomal recessive 100	OMIM:618422
5082	0.3722	Usher syndrome, type 1G	OMIM:606943
5082	0.3722	?Deafness, autosomal dominant 81	OMIM:619500
5082	0.3722	Deafness, autosomal dominant 76	OMIM:618787
5082	0.3722	Deafness, autosomal recessive 113	OMIM:618410
5082	0.3722	Deafness, autosomal dominant 4B	OMIM:614614
5082	0.3722	Deafness, autosomal recessive 1A	OMIM:220290
5082	0.3722	?Deafness, autosomal dominant 71	OMIM:617605
5082	0.3722	?Deafness, autosomal recessive 110	OMIM:618094
5082	0.3722	Deafness, autosomal dominant 56	OMIM:615629
5082	0.3722	?Deafness, autosomal dominant 74	OMIM:618140
5082	0.3722	Deafness, digenic, GJB2/GJB3	OMIM:220290
5082	0.3722	?Deafness, congenital heart defects, and posterior embryotoxon	OMIM:617992
5082	0.3722	Deafness, autosomal dominant 40	OMIM:616357
5082	0.3722	Deafness, autosomal recessive 99	OMIM:618481
5082	0.3722	?Deafness, autosomal dominant 66	OMIM:616969
5104	0.3717	Trichodontoosseous syndrome	OMIM:190320
5105	0.3713	Pendred syndrome	ORPHA:705
5105	0.3713	Pendred syndrome	ORPHA:705
5105	0.3713	Pendred syndrome	ORPHA:705
5105	0.3713	Kanzaki disease	OMIM:609242
5109	0.3711	Achondrogenesis, type II or hypochondrogenesis	OMIM:200610
5110	0.3709	Pseudohypoparathyroidism type 1C	ORPHA:79444
5111	0.3706	Deafness, autosomal recessive 18B	OMIM:614945
5111	0.3706	Usher syndrome type 3	ORPHA:231183
5111	0.3706	Usher syndrome type 3	ORPHA:231183
5111	0.3706	Usher syndrome type 3	ORPHA:231183
5111	0.3706	Deafness, autosomal recessive 89	OMIM:613916
5111	0.3706	Usher syndrome type 3	ORPHA:231183
5111	0.3706	Deafness, autosomal recessive 84B	OMIM:614944
5118	0.3703	Spondyloepiphyseal dysplasia tarda	ORPHA:93284
5119	0.3699	Deafness, autosomal recessive 31	OMIM:607084
5120	0.3697	Familial scaphocephaly syndrome, McGillivray type	ORPHA:168624
5121	0.3695	?Mitochondrial complex IV deficiency, nuclear type 20	OMIM:619064
5121	0.3695	Dyserythropoietic anemia, congenital, type IV	OMIM:613673
5123	0.3688	Episodic ataxia, type 2	OMIM:108500
5124	0.3681	Smith-McCort dysplasia	OMIM:607326
5125	0.3668	Congenital myopathy 22A, classic	OMIM:620351
5126	0.3663	Acromesomelic dysplasia, Maroteaux type	ORPHA:40
5127	0.3658	Aplasia cutis congenita	ORPHA:1114
5127	0.3658	Aplasia cutis congenita	ORPHA:1114
5127	0.3658	Aplasia cutis congenita	ORPHA:1114
5127	0.3658	Aplasia cutis congenita	ORPHA:1114
5127	0.3658	Aplasia cutis congenita	ORPHA:1114
5132	0.3656	Isolated cleft lip	ORPHA:199302
5132	0.3656	Isolated cleft lip	ORPHA:199302
5132	0.3656	Ciliary dyskinesia, primary, 1, with or without situs inversus	OMIM:244400
5132	0.3656	Isolated cleft lip	ORPHA:199302
5132	0.3656	Ciliary dyskinesia, primary, 38	OMIM:618063
5132	0.3656	Isolated cleft lip	ORPHA:199302
5138	0.3655	Pendred syndrome	OMIM:274600
5138	0.3655	Deafness, autosomal recessive 63	OMIM:611451
5138	0.3655	?Deafness, autosomal recessive 101	OMIM:615837
5138	0.3655	Usher syndrome, type 1F	OMIM:602083
5138	0.3655	?Deafness, autosomal recessive 94	OMIM:618434
5143	0.3652	Léri-Weill dyschondrosteosis	ORPHA:240
5144	0.365	Ichthyotic keratoderma, spasticity, hypomyelination, and dysmorphic facies	OMIM:618527
5145	0.3646	Spinocerebellar ataxia 31	OMIM:117210
5146	0.3645	Coenzyme Q10 deficiency, primary, 3	OMIM:614652
5147	0.3639	Usher syndrome, type 1C	OMIM:276904
5148	0.3638	Dent disease 1	OMIM:300009
5149	0.3634	Jackson-Weiss syndrome	ORPHA:1540
5149	0.3634	Scalp-ear-nipple syndrome	OMIM:181270
5151	0.3633	ALG13-CDG	ORPHA:324422
5152	0.3631	?Deafness, autosomal recessive 109	OMIM:618013
5153	0.3628	Spinocerebellar ataxia with epilepsy	ORPHA:254881
5153	0.3628	Osteopetrosis, autosomal dominant 3	OMIM:618107
5155	0.3627	Congenital disorder of glycosylation, type Ih	OMIM:608104
5155	0.3627	Isolated sedoheptulokinase deficiency	ORPHA:440713
5155	0.3627	VACTERL/VATER association	ORPHA:887
5155	0.3627	Arthrogryposis multiplex congenita 6	OMIM:619334
5155	0.3627	Meckel syndrome 7	OMIM:267010
5160	0.362	?Tumoral calcinosis, hyperphosphatemic, familial, 3	OMIM:617994
5161	0.3619	Deafness, neurosensory, without vestibular involvement, autosomal dominant	OMIM:609006
5161	0.3619	Cerebellar ataxia with neuropathy and bilateral vestibular areflexia syndrome	ORPHA:504476
5161	0.3619	Cerebellar ataxia, neuropathy, and vestibular areflexia syndrome	OMIM:614575
5164	0.361	X-linked spasticity-intellectual disability-epilepsy syndrome	ORPHA:3175
5164	0.361	Epilepsy, progressive myoclonic 4, with or without renal failure	OMIM:254900
5164	0.361	Encephalopathy due to prosaposin deficiency	ORPHA:139406
5164	0.361	Behavioral variant of frontotemporal dementia	ORPHA:275864
5164	0.361	Epilepsy, idiopathic generalized, susceptibility to, 12	OMIM:614847
5164	0.361	Paroxysmal dystonic choreathetosis with episodic ataxia and spasticity	ORPHA:53583
5164	0.361	Behavioral variant of frontotemporal dementia	ORPHA:275864
5164	0.361	Behavioral variant of frontotemporal dementia	ORPHA:275864
5164	0.361	?Hirschsprung disease, cardiac defects, and autonomic dysfunction	OMIM:613870
5164	0.361	Spinocerebellar ataxia 48	OMIM:618093
5164	0.361	Endocrine-cerebroosteodysplasia	OMIM:612651
5164	0.361	Intellectual developmental disorder, X-linked syndromic, Pilorge type	OMIM:301076
5164	0.361	Oxoglutarate dehydrogenase deficiency	OMIM:203740
5164	0.361	Epilepsy, nocturnal frontal lobe, type 4	OMIM:610353
5164	0.361	Glycogen storage disease 0, muscle	OMIM:611556
5164	0.361	Focal facial dermal dysplasia type IV	ORPHA:398189
5164	0.361	?Mitochondrial complex IV deficiency, nuclear type 21	OMIM:619065
5164	0.361	Nephrogenic syndrome of inappropriate antidiuresis	OMIM:300539
5164	0.361	TRAPPC11-related limb-girdle muscular dystrophy R18	ORPHA:369840
5164	0.361	Baralle-Macken syndrome	OMIM:619255
5164	0.361	Hypoinsulinemic hypoglycemia with hemihypertrophy	OMIM:240900
5164	0.361	Neurodevelopmental disorder with hypotonia and gross motor and speech delay	OMIM:619639
5164	0.361	Behavioral variant of frontotemporal dementia	ORPHA:275864
